caldt,vwretd,vwretx
2009-02-27,-0.101076,-0.104385
2009-03-31,0.087789,0.084564
2009-04-30,0.110657,0.108835
2009-05-29,0.067336,0.064596
2009-06-30,-0.002681,-0.004484
2009-07-31,0.082547,0.081107
2009-08-31,0.031998,0.029766
2009-09-30,0.045295,0.043708
2009-10-30,-0.028492,-0.029777
2009-11-30,0.057365,0.054821
2009-12-31,0.029220,0.027418
2010-01-29,-0.037197,-0.038258
2010-02-26,0.035324,0.033162
2010-03-31,0.064493,0.062831
2010-04-30,0.020269,0.019129
2010-05-28,-0.080029,-0.082193
2010-06-30,-0.052050,-0.053668
2010-07-30,0.071217,0.069477
2010-08-31,-0.043909,-0.046116
2010-09-30,0.092625,0.090780
2010-10-29,0.039020,0.037444
2010-11-30,0.005620,0.003329
2010-12-31,0.067911,0.065850
2011-01-31,0.020235,0.019234
2011-02-28,0.038646,0.036636
2011-03-31,0.002869,0.001316
2011-04-29,0.028151,0.027009
2011-05-31,-0.014681,-0.016772
2011-06-30,-0.018536,-0.020149
2011-07-29,-0.023595,-0.024752
2011-08-31,-0.058632,-0.060863
2011-09-30,-0.084419,-0.086065
2011-10-31,0.115519,0.114057
2011-11-30,-0.006179,-0.008972
2011-12-30,0.004856,0.002905
2012-01-31,0.053970,0.052759
2012-02-29,0.042064,0.039683
2012-03-30,0.025306,0.023451
2012-04-30,-0.006855,-0.008114
2012-05-31,-0.065899,-0.068423
2012-06-29,0.038476,0.036569
2012-07-31,0.010375,0.009082
2012-08-31,0.026644,0.023919
2012-09-28,0.026586,0.024755
2012-10-31,-0.014328,-0.015837
2012-11-30,0.006256,0.002848
2012-12-31,0.012355,0.009039
2013-01-31,0.055856,0.054575
2013-02-28,0.009126,0.006810
2013-03-28,0.036332,0.034616
2013-04-30,0.015282,0.014061
2013-05-31,0.021002,0.018310
2013-06-28,-0.014302,-0.016092
2013-07-31,0.053532,0.052055
2013-08-30,-0.026081,-0.028366
2013-09-30,0.037676,0.035977
2013-10-31,0.040460,0.039117
2013-11-29,0.025943,0.023709
2013-12-31,0.026929,0.025115
2014-01-31,-0.030092,-0.031263
2014-02-28,0.046472,0.044123
2014-03-31,0.004575,0.002935
2014-04-30,0.001407,0.000192
2014-05-30,0.020539,0.018217
2014-06-30,0.028292,0.026545
2014-07-31,-0.020704,-0.022037
2014-08-29,0.041016,0.038912
2014-09-30,-0.024776,-0.026373
2014-10-31,0.021431,0.020125
2014-11-28,0.021750,0.019470
2014-12-31,-0.003325,-0.005183
2015-01-30,-0.028454,-0.029594
2015-02-27,0.057119,0.054672
2015-03-31,-0.010504,-0.012245
2015-04-30,0.008592,0.007389
2015-05-29,0.010735,0.008449
2015-06-30,-0.019165,-0.020867
2015-07-31,0.012777,0.011532
2015-08-31,-0.060433,-0.062615
2015-09-30,-0.034271,-0.036066
2015-10-30,0.075022,0.073552
2015-11-30,0.002673,0.000271
2015-12-31,-0.022286,-0.024236
